9.1431e+02,1.0136e+03,1.0991e+03,1.1259e+03,1.1957e+03,1.2302e+03,1.2395e+03,1.2249e+03,1.3163e+03,1.3167e+03,2.0000e+00
8.4723e+02,9.4096e+02,1.0604e+03,1.1264e+03,1.1864e+03,1.2141e+03,1.2273e+03,1.2147e+03,1.1862e+03,1.0827e+03,2.0000e+00
7.9869e+02,8.7395e+02,9.7393e+02,1.0176e+03,1.0466e+03,1.0594e+03,1.0695e+03,1.0636e+03,1.0760e+03,1.0162e+03,2.0000e+00
7.8089e+02,8.4104e+02,9.1060e+02,9.3419e+02,9.7042e+02,9.8797e+02,1.0005e+03,1.0052e+03,1.0360e+03,1.0024e+03,2.0000e+00
7.8089e+02,8.4104e+02,9.1060e+02,9.3419e+02,9.7042e+02,9.8797e+02,1.0005e+03,1.0052e+03,1.0360e+03,1.0024e+03,2.0000e+00
7.3237e+02,7.8366e+02,8.4573e+02,8.6640e+02,9.4115e+02,9.6773e+02,9.7932e+02,9.6626e+02,9.3978e+02,9.3830e+02,2.0000e+00
7.8436e+02,8.3501e+02,8.9601e+02,9.0784e+02,9.4915e+02,9.7242e+02,9.8000e+02,9.7637e+02,9.8428e+02,9.9812e+02,2.0000e+00
7.8436e+02,8.3501e+02,8.9601e+02,9.0784e+02,9.4915e+02,9.7242e+02,9.8000e+02,9.7637e+02,9.8428e+02,9.9812e+02,2.0000e+00
3.4266e+03,5.2304e+03,7.8170e+03,8.3948e+03,8.7130e+03,8.9206e+03,9.1170e+03,8.9576e+03,6.1039e+03,3.9143e+03,2.0000e+00
3.2724e+03,4.9049e+03,7.2571e+03,7.8417e+03,8.2042e+03,8.4517e+03,8.6769e+03,8.4891e+03,5.6416e+03,3.5275e+03,2.0000e+00
2.9445e+03,3.0264e+03,3.0172e+03,2.9798e+03,2.9491e+03,2.9176e+03,2.8650e+03,2.8283e+03,2.1823e+03,1.8154e+03,2.0000e+00
2.1025e+03,2.2070e+03,2.2219e+03,2.1961e+03,2.1636e+03,2.1350e+03,2.1076e+03,2.0984e+03,1.9248e+03,1.7006e+03,2.0000e+00
2.0341e+03,2.1304e+03,2.1701e+03,2.1703e+03,2.1320e+03,2.0973e+03,2.0721e+03,2.0606e+03,1.9071e+03,1.6323e+03,2.0000e+00
1.9653e+03,2.0662e+03,2.0897e+03,2.0778e+03,2.0420e+03,2.0150e+03,1.9935e+03,1.9811e+03,1.8183e+03,1.6029e+03,2.0000e+00
1.9653e+03,2.0662e+03,2.0897e+03,2.0778e+03,2.0420e+03,2.0150e+03,1.9935e+03,1.9811e+03,1.8183e+03,1.6029e+03,2.0000e+00
1.9112e+03,2.0035e+03,2.0648e+03,2.0603e+03,2.0247e+03,2.0013e+03,1.9684e+03,1.9651e+03,1.7946e+03,1.5689e+03,2.0000e+00
1.8607e+03,1.9427e+03,1.9848e+03,1.9714e+03,1.9423e+03,1.9175e+03,1.8924e+03,1.8973e+03,1.7587e+03,1.5642e+03,2.0000e+00
1.9594e+03,2.0655e+03,2.1085e+03,2.0939e+03,2.0580e+03,2.0350e+03,2.0070e+03,2.0012e+03,1.8417e+03,1.6257e+03,2.0000e+00
1.9016e+03,1.9955e+03,2.0368e+03,2.0214e+03,1.9887e+03,1.9613e+03,1.9316e+03,1.9294e+03,1.7485e+03,1.5611e+03,2.0000e+00
